,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Eisenach,16,0,0,0.00% →
3,4,Hof,12,1,0,-100.00% ↘
11,12,Weimar,0,1,1,100.00% ↗
15,16,Jena,8,2,0,-100.00% ↘
22,23,Coburg,0,2,1,0.00% →
24,25,Straubing,6,3,1,-33.33% ↘
25,26,Neustadt a.d.Weinstraße,5,3,1,-33.33% ↘
28,29,Brandenburg a.d.Havel,2,3,1,-33.33% ↘
36,37,Chemnitz,2,4,2,0.00% →
40,41,Schwabach,5,5,3,20.00% ↗
42,43,Frankenthal,1,5,4,60.00% ↗
49,50,Ansbach,0,5,4,60.00% ↗
50,51,Weiden i.d.OPf.,0,5,3,20.00% ↗
52,53,Suhl,2,6,6,100.00% ↗
61,62,Dessau-Roßlau,0,6,3,0.00% →
69,70,Bayreuth,2,8,2,-50.00% ↘
73,74,Kaufbeuren,0,8,4,0.00% →
78,79,Kempten,0,8,4,0.00% →
79,80,Passau,0,8,5,25.00% ↗
81,82,Emden,1,9,7,55.56% ↗
82,83,Zweibrücken,1,9,3,-33.33% ↘
83,84,Memmingen,1,9,7,55.56% ↗
87,88,Rosenheim,0,9,5,11.11% ↗
94,95,Pforzheim,0,10,6,20.00% ↗
96,97,Gera,0,11,9,63.64% ↗
99,100,Pirmasens,0,11,8,45.45% ↗
112,113,Erfurt,0,13,8,23.08% ↗
118,119,Remscheid,1,14,6,-14.29% ↘
119,120,Flensburg,0,14,9,28.57% ↗
120,121,Aschaffenburg,0,14,10,42.86% ↗
121,122,Frankfurt (Oder),1,15,4,-46.67% ↘
125,126,Bremerhaven,0,15,14,86.67% ↗
136,137,Magdeburg,1,17,7,-17.65% ↘
139,140,Landshut,0,17,7,-17.65% ↘
140,141,Schweinfurt,0,17,10,17.65% ↗
143,144,Baden-Baden,0,18,11,22.22% ↗
153,154,Landau i.d.Pfalz,0,19,12,26.32% ↗
154,155,Fürth,1,20,11,10.00% ↗
162,163,Worms,0,20,7,-30.00% ↘
163,164,Bottrop,0,20,12,20.00% ↗
168,169,Cottbus,1,22,14,27.27% ↗
170,171,Halle,0,22,13,18.18% ↗
174,175,Amberg,0,22,14,27.27% ↗
175,176,Speyer,0,22,14,27.27% ↗
176,177,Schwerin,0,22,12,9.09% ↗
177,178,Rostock,0,22,13,18.18% ↗
182,183,Herne,0,23,12,4.35% ↗
186,187,Wilhelmshaven,0,23,13,13.04% ↗
191,192,Potsdam,0,24,15,25.00% ↗
204,205,Erlangen,0,26,18,38.46% ↗
205,206,Heilbronn,0,26,14,7.69% ↗
210,211,Kassel,0,27,14,3.70% ↗
212,213,Mülheim a.d.Ruhr,0,27,17,25.93% ↗
220,221,Delmenhorst,0,28,17,21.43% ↗
228,229,Neumünster,0,30,13,-13.33% ↘
236,237,Koblenz,0,32,20,25.00% ↗
259,260,Ludwigshafen,0,38,20,5.26% ↗
262,263,Heidelberg,0,39,22,12.82% ↗
265,266,Oldenburg,1,40,24,20.00% ↗
270,271,Berlin Marzahn-Hellersdorf,0,40,31,55.00% ↗
274,275,Osnabrück,0,42,18,-14.29% ↘
277,278,Hagen,0,43,23,6.98% ↗
282,283,Gelsenkirchen,0,46,24,4.35% ↗
289,290,Salzgitter,0,48,29,20.83% ↗
292,293,Bamberg,0,49,24,-2.04% ↘
293,294,Würzburg,0,49,28,14.29% ↗
295,296,Mönchengladbach,0,50,33,32.00% ↗
296,297,Ingolstadt,0,51,26,1.96% ↗
300,301,Regensburg,0,52,33,26.92% ↗
301,302,Leverkusen,0,52,27,3.85% ↗
302,303,Kaiserslautern,0,53,41,54.72% ↗
309,310,Berlin Treptow-Köpenick,0,55,36,30.91% ↗
312,313,Braunschweig,0,57,32,12.28% ↗
313,314,Kiel,0,57,37,29.82% ↗
315,316,Wolfsburg,0,58,31,6.90% ↗
316,317,Offenbach,0,58,33,13.79% ↗
322,323,Hamm,0,60,39,30.00% ↗
323,324,Oberhausen,0,60,31,3.33% ↗
325,326,Bielefeld,0,61,42,37.70% ↗
329,330,Lübeck,0,63,44,39.68% ↗
333,334,Ulm,0,66,32,-3.03% ↘
334,335,Mannheim,0,66,37,12.12% ↗
338,339,Berlin Spandau,0,68,38,11.76% ↗
339,340,Leipzig,0,68,35,2.94% ↗
342,343,Krefeld,0,72,43,19.44% ↗
343,344,Berlin Reinickendorf,0,73,44,20.55% ↗
344,345,Trier,0,73,23,-36.99% ↘
347,348,Berlin Steglitz-Zehlendorf,0,76,43,13.16% ↗
351,352,Bochum,0,82,48,17.07% ↗
355,356,Berlin Lichtenberg,0,84,49,16.67% ↗
360,361,Mainz,0,90,59,31.11% ↗
367,368,Freiburg i.Breisgau,0,99,64,29.29% ↗
369,370,Münster,0,100,50,0.00% →
374,375,Bonn,0,103,67,30.10% ↗
377,378,Dortmund,0,105,66,25.71% ↗
378,379,Duisburg,0,107,69,28.97% ↗
380,381,Darmstadt,0,108,66,22.22% ↗
381,382,Dresden,0,108,59,9.26% ↗
382,383,Karlsruhe,0,109,44,-19.27% ↘
387,388,Berlin Tempelhof-Schöneberg,0,117,70,19.66% ↗
388,389,Augsburg,0,117,58,-0.85% ↘
389,390,Nürnberg,0,120,64,6.67% ↗
390,391,Essen,0,124,76,22.58% ↗
391,392,Wuppertal,0,125,95,52.00% ↗
393,394,Solingen,0,127,108,70.08% ↗
394,395,Berlin Neukölln,0,132,70,6.06% ↗
397,398,Wiesbaden,0,146,78,6.85% ↗
399,400,Berlin Pankow,0,168,101,20.24% ↗
400,401,Bremen,0,172,95,10.47% ↗
401,402,Berlin Charlottenburg-Wilmersdorf,0,185,121,30.81% ↗
402,403,Berlin Friedrichshain-Kreuzberg,0,213,127,19.25% ↗
404,405,Berlin Mitte,0,216,136,25.93% ↗
405,406,Stuttgart,0,251,155,23.51% ↗
406,407,Düsseldorf,0,422,241,14.22% ↗
407,408,Frankfurt am Main,0,474,300,26.58% ↗
408,409,Köln,0,556,327,17.63% ↗
410,411,München,0,583,328,12.52% ↗
411,412,Hamburg,0,668,390,16.77% ↗
