,08_28_2021
Westerheim,0
Schelklingen,1
Laichingen,2
Heroldstatt,0
Allmendingen,0
Blaubeuren,0
Merklingen,0
Berghülen,2
Nellingen,0
Altheim,0
Öpfingen,1
Oberdischingen,0
Erbach,3
Blaustein,0
Dornstadt,3
Amstetten,3
Lonsee,0
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,0
Bernstadt,0
Langenau,0
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,0
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,1
Hausen am Bussen,0
Ehingen (Donau),11
Munderkingen,0
Rottenacker,3
Untermarchtal,3
Lauterach,0
Illerrieden,1
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,14
