,09_14_2021
Westerheim,0
Schelklingen,0
Laichingen,1
Heroldstatt,0
Allmendingen,0
Blaubeuren,1
Merklingen,0
Berghülen,2
Nellingen,1
Altheim,0
Öpfingen,0
Oberdischingen,1
Erbach,1
Blaustein,8
Dornstadt,1
Amstetten,1
Lonsee,0
Westerstetten,0
Beimerstetten,0
Weidenstetten,1
Staig,2
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,0
Bernstadt,0
Langenau,4
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,0
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,4
Hausen am Bussen,1
Ehingen (Donau),5
Munderkingen,2
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,1
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,41
