,10_20_2021
Westerheim,1
Schelklingen,1
Laichingen,3
Heroldstatt,0
Allmendingen,3
Blaubeuren,2
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,0
Oberdischingen,2
Erbach,11
Blaustein,12
Dornstadt,4
Amstetten,0
Lonsee,1
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),1
Holzkirch,0
Breitingen,0
Illerkirchberg,1
Bernstadt,1
Langenau,5
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,2
Asselfingen,2
Balzheim,1
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,1
Unterwachingen,0
Unterstadion,0
Dietenheim,0
Hausen am Bussen,0
Ehingen (Donau),10
Munderkingen,2
Rottenacker,4
Untermarchtal,0
Lauterach,0
Illerrieden,3
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,58
