,12_15_2021
Westerheim,4
Schelklingen,4
Laichingen,11
Heroldstatt,2
Allmendingen,3
Blaubeuren,2
Merklingen,0
Berghülen,0
Nellingen,2
Altheim,0
Öpfingen,2
Oberdischingen,1
Erbach,5
Blaustein,7
Dornstadt,8
Amstetten,3
Lonsee,1
Westerstetten,1
Beimerstetten,0
Weidenstetten,1
Staig,4
Altheim (Alb),0
Holzkirch,1
Breitingen,0
Illerkirchberg,1
Bernstadt,0
Langenau,2
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,2
Asselfingen,1
Balzheim,0
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,1
Unterwachingen,0
Unterstadion,0
Dietenheim,7
Hausen am Bussen,0
Ehingen,20
Munderkingen,0
Rottenacker,3
Untermarchtal,0
Lauterach,0
Illerrieden,6
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,74
