,02_02_2022
Westerheim,5
Schelklingen,26
Laichingen,31
Heroldstatt,9
Allmendingen,15
Blaubeuren,44
Merklingen,2
Berghülen,1
Nellingen,5
Altheim,1
Öpfingen,6
Oberdischingen,2
Erbach,87
Blaustein,40
Dornstadt,49
Amstetten,7
Lonsee,26
Westerstetten,6
Beimerstetten,13
Weidenstetten,5
Staig,7
Altheim (Alb),5
Holzkirch,0
Breitingen,0
Illerkirchberg,15
Bernstadt,5
Langenau,58
Neenstetten,3
Börslingen,0
Ballendorf,8
Nerenstetten,0
Setzingen,0
Öllingen,2
Rammingen,9
Asselfingen,2
Balzheim,8
Grundsheim,0
Oberstadion,1
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,38
Hausen am Bussen,0
Ehingen,111
Munderkingen,18
Rottenacker,11
Untermarchtal,3
Lauterach,2
Illerrieden,32
Schnürpflingen,8
Griesingen,0
Hüttisheim,7
Emeringen,0
Rechtenstein,0
Ulm,525
