,01_21_2022
Westerheim,6
Schelklingen,8
Laichingen,34
Heroldstatt,7
Allmendingen,3
Blaubeuren,23
Merklingen,0
Berghülen,3
Nellingen,6
Altheim,1
Öpfingen,5
Oberdischingen,1
Erbach,27
Blaustein,20
Dornstadt,8
Amstetten,4
Lonsee,7
Westerstetten,5
Beimerstetten,4
Weidenstetten,1
Staig,6
Altheim (Alb),2
Holzkirch,0
Breitingen,0
Illerkirchberg,8
Bernstadt,14
Langenau,46
Neenstetten,1
Börslingen,1
Ballendorf,2
Nerenstetten,0
Setzingen,0
Öllingen,2
Rammingen,3
Asselfingen,0
Balzheim,3
Grundsheim,0
Oberstadion,0
Emerkingen,3
Obermarchtal,0
Unterwachingen,1
Unterstadion,0
Dietenheim,13
Hausen am Bussen,0
Ehingen,66
Munderkingen,18
Rottenacker,3
Untermarchtal,0
Lauterach,0
Illerrieden,5
Schnürpflingen,1
Griesingen,0
Hüttisheim,1
Emeringen,0
Rechtenstein,0
Ulm,281
