,05_22_2021
Westerheim,0
Schelklingen,3
Laichingen,3
Heroldstatt,0
Allmendingen,0
Blaubeuren,0
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,1
Blaustein,2
Dornstadt,0
Amstetten,1
Lonsee,0
Westerstetten,0
Beimerstetten,0
Weidenstetten,2
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,2
Illerkirchberg,0
Bernstadt,0
Langenau,10
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,0
Balzheim,1
Grundsheim,1
Oberstadion,1
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,1
Dietenheim,0
Hausen am Bussen,0
Ehingen (Donau),5
Munderkingen,1
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,28
