,01_15_2022
Westerheim,3
Schelklingen,3
Laichingen,20
Heroldstatt,1
Allmendingen,5
Blaubeuren,12
Merklingen,0
Berghülen,1
Nellingen,6
Altheim,1
Öpfingen,1
Oberdischingen,0
Erbach,15
Blaustein,10
Dornstadt,5
Amstetten,13
Lonsee,2
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),1
Holzkirch,0
Breitingen,1
Illerkirchberg,4
Bernstadt,4
Langenau,15
Neenstetten,0
Börslingen,0
Ballendorf,4
Nerenstetten,0
Setzingen,0
Öllingen,1
Rammingen,5
Asselfingen,2
Balzheim,2
Grundsheim,1
Oberstadion,1
Emerkingen,2
Obermarchtal,0
Unterwachingen,0
Unterstadion,1
Dietenheim,2
Hausen am Bussen,0
Ehingen,28
Munderkingen,12
Rottenacker,1
Untermarchtal,0
Lauterach,0
Illerrieden,2
Schnürpflingen,1
Griesingen,0
Hüttisheim,0
Emeringen,1
Rechtenstein,0
Ulm,139
