,11_20_2021
Westerheim,2
Schelklingen,6
Laichingen,19
Heroldstatt,0
Allmendingen,6
Blaubeuren,12
Merklingen,0
Berghülen,2
Nellingen,2
Altheim,0
Öpfingen,4
Oberdischingen,2
Erbach,17
Blaustein,11
Dornstadt,4
Amstetten,6
Lonsee,3
Westerstetten,1
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,3
Bernstadt,3
Langenau,12
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,3
Asselfingen,5
Balzheim,0
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,2
Hausen am Bussen,0
Ehingen (Donau),31
Munderkingen,6
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,6
Schnürpflingen,4
Griesingen,0
Hüttisheim,1
Emeringen,0
Rechtenstein,0
Ulm,82
