,12_12_2021
Westerheim,1
Schelklingen,1
Laichingen,4
Heroldstatt,0
Allmendingen,1
Blaubeuren,0
Merklingen,1
Berghülen,0
Nellingen,3
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,0
Blaustein,9
Dornstadt,2
Amstetten,3
Lonsee,3
Westerstetten,4
Beimerstetten,0
Weidenstetten,0
Staig,1
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,2
Bernstadt,0
Langenau,6
Neenstetten,1
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,0
Balzheim,3
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,2
Hausen am Bussen,0
Ehingen,4
Munderkingen,2
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,1
Schnürpflingen,0
Griesingen,0
Hüttisheim,2
Emeringen,0
Rechtenstein,0
Ulm,18
