,12_27_2021
Westerheim,1
Schelklingen,2
Laichingen,2
Heroldstatt,0
Allmendingen,0
Blaubeuren,0
Merklingen,1
Berghülen,0
Nellingen,3
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,0
Blaustein,0
Dornstadt,0
Amstetten,0
Lonsee,0
Westerstetten,0
Beimerstetten,1
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,1
Bernstadt,0
Langenau,0
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,0
Balzheim,0
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,1
Hausen am Bussen,0
Ehingen,12
Munderkingen,1
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,19
