,05_06_2021
Westerheim,0
Schelklingen,2
Laichingen,6
Heroldstatt,2
Allmendingen,3
Blaubeuren,2
Merklingen,0
Berghülen,0
Nellingen,0
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,1
Blaustein,4
Dornstadt,0
Amstetten,1
Lonsee,1
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,1
Bernstadt,0
Langenau,6
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,2
Asselfingen,0
Balzheim,2
Grundsheim,0
Oberstadion,2
Emerkingen,0
Obermarchtal,0
Unterwachingen,1
Unterstadion,0
Dietenheim,0
Hausen am Bussen,0
Ehingen (Donau),5
Munderkingen,0
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,54
