,05_09_2021
Westerheim,0
Schelklingen,0
Laichingen,2
Heroldstatt,1
Allmendingen,1
Blaubeuren,3
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,1
Blaustein,3
Dornstadt,1
Amstetten,0
Lonsee,0
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,0
Bernstadt,1
Langenau,1
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,3
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,1
Grundsheim,0
Oberstadion,0
Emerkingen,1
Obermarchtal,0
Unterwachingen,2
Unterstadion,0
Dietenheim,0
Hausen am Bussen,0
Ehingen (Donau),1
Munderkingen,0
Rottenacker,0
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,12
