,10_30_2021
Westerheim,0
Schelklingen,5
Laichingen,5
Heroldstatt,1
Allmendingen,2
Blaubeuren,2
Merklingen,2
Berghülen,4
Nellingen,0
Altheim,0
Öpfingen,0
Oberdischingen,0
Erbach,4
Blaustein,6
Dornstadt,8
Amstetten,4
Lonsee,1
Westerstetten,0
Beimerstetten,3
Weidenstetten,1
Staig,1
Altheim (Alb),5
Holzkirch,0
Breitingen,0
Illerkirchberg,0
Bernstadt,0
Langenau,6
Neenstetten,0
Börslingen,0
Ballendorf,1
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,0
Grundsheim,1
Oberstadion,1
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,12
Hausen am Bussen,1
Ehingen (Donau),10
Munderkingen,0
Rottenacker,0
Untermarchtal,1
Lauterach,2
Illerrieden,0
Schnürpflingen,0
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,48
