,10_29_2021
Westerheim,1
Schelklingen,3
Laichingen,2
Heroldstatt,1
Allmendingen,3
Blaubeuren,1
Merklingen,0
Berghülen,3
Nellingen,1
Altheim,0
Öpfingen,2
Oberdischingen,1
Erbach,12
Blaustein,5
Dornstadt,6
Amstetten,1
Lonsee,0
Westerstetten,1
Beimerstetten,1
Weidenstetten,0
Staig,1
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,3
Bernstadt,0
Langenau,14
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,0
Balzheim,2
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,0
Unterwachingen,0
Unterstadion,0
Dietenheim,1
Hausen am Bussen,1
Ehingen (Donau),5
Munderkingen,1
Rottenacker,0
Untermarchtal,0
Lauterach,1
Illerrieden,2
Schnürpflingen,0
Griesingen,1
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,57
